Title,ID
NI 43-101 Technical Report for the Izok Lake Project in North America dated June 2006,0200f9c184b2ff422d9f72f5132e55532f1b972e458cad167d208f17abf9e336a1
NI 43-101 Technical Report for the Kemess South Project in North America dated April 2005,0211abf6809d0e07697c0a93bbde2fed21616e3f65d9f439ef54e3c5ec07c96ddb
"NI 43-101 Technical Report for the Shakespeare project in Canada dated January, 2022",02ceb16bd20f9df2e5a9b0d75018c2c5f44e4b510dc8409be576099975d57de3fd
NI 43-101 Technical Report for the Donnelly-GJ-North Project in North America dated April 2006,020c93dc91e6ac395fb75dc1acfa4c14d3c6b3d64b31e6c2634294606b47838ef4
NI 43-101 Technical Report for the Prairie Creek Project in North America dated 2011,02523a8cf523ec38acd4af119df7bb8664ce0aedd2fa8f18e7379850d2bd7767b8
NI 43-101 Technical Report for the Marg Project in North America dated May 2011,0270ee33efb40af75b9754f7cbe686f32101f4473dee9b96994500a3a6ac569671
NI 43-101 Technical Report for the Corner Bay Project in North America dated October 2012,02a7dca7967250b710e1d346d1cc894bf86ab7967035651a873ef015bd31cceb48
NI 43-101 Technical Report for the Yava Project in North America dated October 2004,02269fd61f196ac419084abd3852eeaacf82e43768e505b1b89c896efaf772970d
NI 43-101 Technical Report for the Voiseys Bay Project in North America dated August 2003,0206221f1ea555c7c361ef2ceca56c5d021ebc89104e4dd91a72e1e4a919b99a20
NI 43-101 Technical Report for the Chu Chua Project in North America dated October 2009,0211b49e18ff319217db0fb41aaf87e7673cce0ebed19adc188cc96c53343d3a8a
"NI 43-101 Technical Report for the KSM project in Canada dated August, 2022",021c5868ee2f57be52a95875e112957e460b69671438935548f9d8147b50c57cc2
NI 43-101 Technical Report for the Stratmat Project in North America dated August 2011,0203e635a83b021d8a0aa957ca35c5006928c95b9aa1e1d43aa1c70bc42ef750d0
NI 43-101 Technical Report for the Bracemac-McLeod Project in North America dated September 2010,02f94c36cc2457f1fa92860fafbc8efd6df9af17c550ccd9d77e0564bf26433b1f
NI 43-101 Technical Report for the Werner Lake Project in North America dated June 2011,0231fb86c815396f0e0a835cc2b444eb878542142a87ec1c6f91a0a4514faedfae
NI 43-101 Technical Report (OM) for the Huckleberry Project in North America dated 2016,021a0738f6a255dfdb40baea286e391aa6eada08979d9d46d23d6d4fec54793f84
NI 43-101 Technical Report for the Wellgreen Project in North America dated April 2011,02e3b80df0c70a0322552ebc33261c24e768a348accb0323cd1932b91b9e3d2f8c
NI 43-101 Technical Report for the Shining Tree Project in North America dated February 2006,02a000a83e76360bec8f3fce2ff46cc8099f950cc1f757f8a16592062c49b3a5c5
NI 43-101 Technical Report (OM) for the Highland Valley Project in North America dated 2013,02b8e0b4acda49419b5f38b833856a6f136d2f3de4d7bf8fa4b785c776446f7841
"NI 43-101 Technical Report for the Thunder Bay North project in Canada dated December, 2021",02113ce57245929532a8e671f18a10d5aa9184ee9026da9409e242fd2d92ac45dd
NI 43-101 Technical Report for the Ferguson Lake Project in North America dated May 2007,02ff7e1e9b8ef37f7c5a784e9fa4dc034c06a975902cd10cd1f251e01e547d9a3d
NI 43-101 Technical Report for the Redstone Project in North America dated 2008,0221af44826870bc6aff15e7467d9a2e3076a36132fa71b6f287732bd403fd9580
NI 43-101 Technical Report for the Eagles Nest Project in North America dated April 2011,02a349c281d6f399b9c8dd25c1d04ac13718009f56887c7f328d241eac16391e93
NI 43-101 Technical Report for the Hudson Bay Mountain Project in North America dated April 2005,02ba739840c049ebec16eb3ee5e1ed146e1d00768915efc7202c7d2bd06b67b43f
NI 43-101 Technical Report for the Catface Project in North America dated August 2009,02e7f59e9656229f4a66c4d82c73c6e6e6d155b3c907bb88ecf6f6479a48dc3215
NI 43-101 Technical Report for the Mount Pleasant Project in North America dated 2008,02bb7cb954bf0afa3c03ed082f5cc36ab3401e6da270e040853ab46695587fbcfb
NI 43-101 Technical Report for the Casino Project in North America dated May 2011,02da8f2d18a0c8cc6ad9285bef270bddf4148b06770e1f8715587151aab9014601
NI 43-101 Technical Report for the Minto Project in Canada dated March 2021,026201e26abf65793d6b5944f6c94059d2864fa823bbf4cae7c778d2375fd0777c
NI 43-101 Technical Report for the McCreedy West Project in North America dated August 2003,0233825877b41a6e348ee6a443763c95b0d99d28f14408b40bb09cc64cf99ab675
"NI 43-101 Technical Report for the Corner Bay-Devlin project in Canada dated November, 2021",029037f82249d67d23cf3b3bc1eb7de5e81e6056cef602f07e93f8f2831b2c981e
NI 43-101 Technical Report for the Duck Pond Project in North America dated March 2005,0261ded6a95fefa6b512de2f2742d6f9dc704e3842a97a8b907dc66a68921f6a96
NI 43-101 Technical Report for the Brunswick Belt Project in Canada dated May 2020,02d05f67ed0fa0dd68f7ffb7f0196853130437d584165267fe86e5cac989d977d6
NI 43-101 Technical Report for the Donnelly-GJ Project in North America dated April 2016,02908777f9ab24f02fcc80b6f36b1ba8488dd81858794297892456145689d69cfa
NI 43-101 Technical Report for the Gibraltar Project in North America dated June 2011,02e77efdff661541924e70a45dca430a830a971a264bb4dc9b60df3db1e1a2ef8d
NI 43-101 Technical Report for the Troilus Project in Canada dated July 2020,021a33099b29624e93040cb005e5d42633b515b059f3cb9291e207df77471b611d
"NI 43-101 Technical Report for the Red Chris project in Canada dated June, 2021",0248014bb5104094cd060e36532edd613e702960dc36ecbf2382ba756e128eb907
"NI 43-101 Technical Report for the Kutcho project in Canada dated November, 2021",02bc5ff7530ee386186571f1004fbd1e4031ca758a99dd8d513e3a2b03bf0440b0
NI 43-101 Technical Report for the Prosperity Project in North America dated 2009,02af1267668f4151e780e79bb27954215c70442f2d9be82c947e01fe88bfb1d482
NI 43-101 Technical Report for the Ruttan Project in North America dated August 2011,028db8f8c6e1a2737bf749a18f7ed260ddb646c8f4701aca9d0f44b2ab8271c185
NI 43-101 Technical Report for the Halfmile Lake Project in North America dated July 2009,02b5dafea360e36c4b96581d28a659da4eec1d56aa817a4a7e20374e8455201534
NI 43-101 Technical Report for the Parkin Project in North America dated March 2002,0247dddf48db0f0052df3133b2ca718a4e5c58ed0f13d1cbd72d423aee96f4391b
NI 43-101 Technical Report for the Marathon Project in Canada dated January 2020,02ec9be408716e18de6490368cc6dac5aab6303ce4cd58531e5dfc8568d3aaea77
NI 43-101 Technical Report for the Broken Hammer Project in North America dated March 2012,022cd0032e5c45e7fc8082d6f0f219b11eed79a823253d20d9e0d39fd4d8162757
NI 43-101 Technical Report for the Thompson Bay Project in North America dated October 2002,0268a4b8767f27825f8ea8d963c26746a600869759082e48f09653f4a6570d4e51
NI 43-101 Technical Report for the Bracemac-McLeod Project in North America dated February 2009,0288146f7cb095aff77f804e7e3735ebd6be581c961de75887e05a3f7945fb6fb1
"NI 43-101 Technical Report for the Poplar project in Canada dated July, 2021",02bd489610a833f714a89c4f1bf6c7aade5407ee8643f3043ba50f8510b810c99b
NI 43-101 Technical Report for the Fyre Lake Project in Canada dated February 2018,02269b8efd41adc7a9cdd6da11a940fbd289c4751c2479ff0de225195de026b35c
NI 43-101 Technical Report for the High Lake Project in North America dated January 2005,02bc32a0ced23badae64af3d02820ffb502ccd554e4d570de453a39eb21563c8d6
"NI 43-101 Technical Report for the Cobequid Highlands project in Canada dated November, 2020",02ed1e2b6c690e668a390e9c0c80079bc9b09e7d445b6ee5e140e2fd28838eba77
NI 43-101 Technical Report for the Broken Hammer Project in North America dated July 2012,023250ddf7145084c86428ca7c2a24a095b100e5752d9ccd8c565ee3d43c39d5c3
NI 43-101 Technical Report for the Silver King North Project in North America dated January 2018,027c623bd69c97d649e5da43fcdf7731e67cf5ccfe4b14f91d9d9e2a9e9498a412
NI 43-101 Technical Report for the Kenbridge Project in Canada dated September 2020,02a1910991522c100740878905f3cf4d12ec4efed17608d0a5f9aa9322cea14dfb
NI 43-101 Technical Report for the Catface Project in North America dated February 2004,024e988fb92687007735355ba7d60fd4ee70a915cd527c6093452a2101ee13d85d
NI 43-101 Technical Report for the Trout Bay Project in North America dated July 2006,02f68b37975d65565bc2c79a19ea38a8ea951200031df7db982dad600b5a7b5098
NI 43-101 Technical Report for the Casino Project in North America dated January 2003,02a9a3aadb90f860f187747656a4bcf3b58b28b4960172a901dd3d367b70741f10
NI 43-101 Technical Report for the Kudz Ze Kayah Project in Canada dated June 2019,02d3531edf6ab669b539989483e9822f0e416059bdc99b769a5d936571fc13c378
NI 43-101 Technical Report for the Gibraltar Project in North America dated March 2005,02482a5acad0d6b5fee82939309b173ea041cd55694faa2ddc683307eece45d780
NI 43-101 Technical Report for the Halfmile Lake Project in North America dated February 2009,02976eff3327b7ba0d6892577b42211e3d386fd09be0e3734c24915f78c9fc6e73
NI 43-101 Technical Report for the Langlois Project in North America dated 2010,02814b523da365563d16e707cfa2938c73e12667feeaa59407915075af66fd5afc
NI 43-101 Technical Report for the Mount Polley Project in North America dated August 2002,02315a128c4bdf6c8c750f13b874b11674810393494c5784f2355d879af8a1a7a2
NI 43-101 Technical Report for the New Afton Project in Canada dated 2019,02cce6d2b2b79e8f6240dd72209bf1268ce02a156121340363f9f2874293b65af4
NI 43-101 Technical Report for the Kelly Creek Project in North America dated September 2004,02debc4ed3b95606981072eec9385afa1031c6794bd7b380bc7485d4c9f2aae4fe
NI 43-101 Technical Report for the Raglan Project in North America dated April 2003,02c82822593fbef61ba3a30b41cd05350e15ca3384043286ea4044b4908b1ca292
NI 43-101 Technical Report for the Hart Project in North America dated October 2012,02af5f990e0816839239f406cf21473bf3dbd67f5dbdf5504069daecf870345684
NI 43-101 Technical Report for the Huckleberry Project in North America dated August 2002,02a8a33738a1b0080d437bf956c705af1d1d8df9d8666718f746bf09af8bb47aa8
NI 43-101 Technical Report for the Wolverine Project in North America dated 1999,02d7ae08fa3f740277586df1152254c9e7d8e3c8e5b8d034dd564c95e0d5c14d1c
NI 43-101 Technical Report for the Galore Creek Project in North America dated October 2006,0226cb80ce39e7a4976d0ceeaf3afbd324ea7b808f365c7477474cb885d78bfdc6
NI 43-101 Technical Report for the Ferguson Lake Project in North America dated November 2011,02127ab53e01dbd78c1f2f8d0e72e53382fa73fe92f64519863e0aed1d62ad7ef2
NI 43-101 Technical Report for the Harper Creek Project in North America dated November 2007,02e022d0c863e819ed389c5d5f22f408d9d0b22e5ea4f0498cdd09bd03e0c2a993
NI 43-101 Technical Report for the Sudbury Projects Project in North America dated 2016,021422f0c1e326591b4459188076ba6eff4ab1508815063d65a4eef83c1548cafe
NI 43-101 Technical Report for the Morrison Project in North America dated February 2003,02b6fe150139fae0d4aae5edf4511d653d7880a335229e7e202eaff57a1e431910
NI 43-101 Technical Report for the Mayville-Makwa Project in North America dated April 2014,023c0ec1005ee4a01f522bc452171a1cbc60105d23d2c0c94b55a82c3686defcf2
NI 43-101 Technical Report for the Lockerby Project in North America dated April 2007,027cc56d514e4409ecc3bd4762aa5a5ad069b2eb9e5a17f5396a6280e975098ae4
NI 43-101 Technical Report (FS) for the Harper Creek Project in North America dated 2012,02f33e2318f2419028bc15771691f5837d16efda6314e80ba576a66908c00c59c8
NI 43-101 Technical Report (OM) for the 777 Project in North America dated 2012,02becb83ddfb7f56324b7c1ac40f89dc37ad4eec508cf24d40bee1b03e43358e6f
NI 43-101 Technical Report for the River Valley Project in Canada dated June 2019,025ef6b7a8184af5009c025c1247e763bb8f4d8215643db248dc057e89cf39f980
NI 43-101 Technical Report for the Chu Chua Project in North America dated September 2013,02163e7674b5c838a0efd7d2e80116e36ba01cbdb1d892921ec50e12dc041de809
NI 43-101 Technical Report for the Fyre Lake Project in North America dated January 2006,029d3857075e25b54cbf09988c27d5e7534049bf4f419dac8be07e757ceeaa4389
NI 43-101 Technical Report (OM) for the Lalor Project in North America dated 2017,02d8a0a5d35b912bb8382b2e35300333c67183075a0313018b243059ad3f96fff3
NI 43-101 Technical Report for the Denison Mines Project in North America dated February 2006,02c4dbde0b5ccbfb29d7ac941b9da06a2fef46176981cf7ee0acf8dcbbebcf457c
NI 43-101 Technical Report for the Hackett River Project in North America dated November 2005,025ef8baa430e6f6227895edb2ad530450d79684f356d169c7d71b41a8f0e4e218
